Timestamp,Location,Occupancy Level
2025-02-28 23:00:00,Lower Exercise Room,29%
2025-02-28 23:00:00,Upper Exercise Room,33%
2025-02-28 23:00:00,Track Exercise Room,42%
2025-02-28 23:00:00,Open Space,9%
2025-02-28 23:00:00,Chandler Lounge,3%
2025-02-28 23:00:00,San Luis Lounge,9%
2025-02-28 23:15:00,Lower Exercise Room,21%
2025-02-28 23:15:00,Upper Exercise Room,30%
2025-02-28 23:15:00,Track Exercise Room,58%
2025-02-28 23:15:00,Open Space,7%
2025-02-28 23:15:00,Chandler Lounge,3%
2025-02-28 23:15:00,San Luis Lounge,5%
2025-02-28 23:30:00,Lower Exercise Room,24%
2025-02-28 23:30:00,Upper Exercise Room,27%
2025-02-28 23:30:00,Track Exercise Room,38%
2025-02-28 23:30:00,Open Space,6%
2025-02-28 23:30:00,Chandler Lounge,3%
2025-02-28 23:30:00,San Luis Lounge,4%
2025-02-28 23:45:00,Lower Exercise Room,14%
2025-02-28 23:45:00,Upper Exercise Room,17%
2025-02-28 23:45:00,Track Exercise Room,36%
2025-02-28 23:45:00,Open Space,5%
2025-02-28 23:45:00,Chandler Lounge,3%
2025-02-28 23:45:00,San Luis Lounge,4%
2025-03-01 00:00:00,Lower Exercise Room,12%
2025-03-01 00:00:00,Upper Exercise Room,11%
2025-03-01 00:00:00,Track Exercise Room,20%
2025-03-01 00:00:00,Open Space,5%
2025-03-01 00:00:00,Chandler Lounge,3%
2025-03-01 00:00:00,San Luis Lounge,4%
2025-03-01 00:15:00,Lower Exercise Room,1%
2025-03-01 00:15:00,Upper Exercise Room,2%
2025-03-01 00:15:00,Track Exercise Room,9%
2025-03-01 00:15:00,Open Space,3%
2025-03-01 00:15:00,Chandler Lounge,0%
2025-03-01 00:15:00,San Luis Lounge,0%
2025-03-01 00:30:00,Lower Exercise Room,0%
2025-03-01 00:30:00,Upper Exercise Room,0%
2025-03-01 00:30:00,Track Exercise Room,7%
2025-03-01 00:30:00,Open Space,3%
2025-03-01 00:30:00,Chandler Lounge,0%
2025-03-01 00:30:00,San Luis Lounge,1%
2025-03-01 00:45:00,Lower Exercise Room,0%
2025-03-01 00:45:00,Upper Exercise Room,0%
2025-03-01 00:45:00,Track Exercise Room,7%
2025-03-01 00:45:00,Open Space,3%
2025-03-01 00:45:00,Chandler Lounge,0%
2025-03-01 00:45:00,San Luis Lounge,1%
2025-03-01 01:00:00,Lower Exercise Room,0%
2025-03-01 01:00:00,Upper Exercise Room,0%
2025-03-01 01:00:00,Track Exercise Room,7%
2025-03-01 01:00:00,Open Space,3%
2025-03-01 01:00:00,Chandler Lounge,0%
2025-03-01 01:00:00,San Luis Lounge,1%
2025-03-01 01:15:00,Lower Exercise Room,0%
2025-03-01 01:15:00,Upper Exercise Room,0%
2025-03-01 01:15:00,Track Exercise Room,7%
2025-03-01 01:15:00,Open Space,3%
2025-03-01 01:15:00,Chandler Lounge,0%
2025-03-01 01:15:00,San Luis Lounge,0%
2025-03-01 01:45:00,Lower Exercise Room,0%
2025-03-01 01:45:00,Upper Exercise Room,0%
2025-03-01 01:45:00,Track Exercise Room,7%
2025-03-01 01:45:00,Open Space,2%
2025-03-01 01:45:00,Chandler Lounge,0%
2025-03-01 01:45:00,San Luis Lounge,0%
2025-03-01 02:00:00,Lower Exercise Room,0%
2025-03-01 02:00:00,Upper Exercise Room,0%
2025-03-01 02:00:00,Track Exercise Room,7%
2025-03-01 02:00:00,Open Space,3%
2025-03-01 02:00:00,Chandler Lounge,0%
2025-03-01 02:00:00,San Luis Lounge,0%
2025-03-01 02:15:00,Lower Exercise Room,0%
2025-03-01 02:15:00,Upper Exercise Room,0%
2025-03-01 02:15:00,Track Exercise Room,7%
2025-03-01 02:15:00,Open Space,2%
2025-03-01 02:15:00,Chandler Lounge,0%
2025-03-01 02:15:00,San Luis Lounge,0%
2025-03-01 02:30:00,Lower Exercise Room,0%
2025-03-01 02:30:00,Upper Exercise Room,0%
2025-03-01 02:30:00,Track Exercise Room,7%
2025-03-01 02:30:00,Open Space,1%
2025-03-01 02:30:00,Chandler Lounge,0%
2025-03-01 02:30:00,San Luis Lounge,0%
2025-03-01 02:45:00,Lower Exercise Room,0%
2025-03-01 02:45:00,Upper Exercise Room,0%
2025-03-01 02:45:00,Track Exercise Room,7%
2025-03-01 02:45:00,Open Space,1%
2025-03-01 02:45:00,Chandler Lounge,0%
2025-03-01 02:45:00,San Luis Lounge,0%
2025-03-01 03:15:00,Lower Exercise Room,0%
2025-03-01 03:15:00,Upper Exercise Room,0%
2025-03-01 03:15:00,Track Exercise Room,4%
2025-03-01 03:15:00,Open Space,1%
2025-03-01 03:15:00,Chandler Lounge,0%
2025-03-01 03:15:00,San Luis Lounge,0%
2025-03-01 03:30:00,Lower Exercise Room,0%
2025-03-01 03:30:00,Upper Exercise Room,0%
2025-03-01 03:30:00,Track Exercise Room,7%
2025-03-01 03:30:00,Open Space,0%
2025-03-01 03:30:00,Chandler Lounge,0%
2025-03-01 03:30:00,San Luis Lounge,0%
2025-03-01 03:45:00,Lower Exercise Room,0%
2025-03-01 03:45:00,Upper Exercise Room,0%
2025-03-01 03:45:00,Track Exercise Room,7%
2025-03-01 03:45:00,Open Space,0%
2025-03-01 03:45:00,Chandler Lounge,0%
2025-03-01 03:45:00,San Luis Lounge,0%
2025-03-01 04:00:00,Lower Exercise Room,0%
2025-03-01 04:00:00,Upper Exercise Room,0%
2025-03-01 04:00:00,Track Exercise Room,7%
2025-03-01 04:00:00,Open Space,0%
2025-03-01 04:00:00,Chandler Lounge,0%
2025-03-01 04:00:00,San Luis Lounge,0%
2025-03-01 04:15:00,Lower Exercise Room,0%
2025-03-01 04:15:00,Upper Exercise Room,0%
2025-03-01 04:15:00,Track Exercise Room,4%
2025-03-01 04:15:00,Open Space,0%
2025-03-01 04:15:00,Chandler Lounge,0%
2025-03-01 04:15:00,San Luis Lounge,0%
2025-03-01 04:30:00,Lower Exercise Room,0%
2025-03-01 04:30:00,Upper Exercise Room,0%
2025-03-01 04:30:00,Track Exercise Room,7%
2025-03-01 04:30:00,Open Space,0%
2025-03-01 04:30:00,Chandler Lounge,0%
2025-03-01 04:30:00,San Luis Lounge,0%
2025-03-01 05:00:00,Lower Exercise Room,0%
2025-03-01 05:00:00,Upper Exercise Room,0%
2025-03-01 05:00:00,Track Exercise Room,4%
2025-03-01 05:00:00,Open Space,1%
2025-03-01 05:00:00,Chandler Lounge,0%
2025-03-01 05:00:00,San Luis Lounge,0%
2025-03-01 05:15:00,Lower Exercise Room,0%
2025-03-01 05:15:00,Upper Exercise Room,0%
2025-03-01 05:15:00,Track Exercise Room,7%
2025-03-01 05:15:00,Open Space,1%
2025-03-01 05:15:00,Chandler Lounge,0%
2025-03-01 05:15:00,San Luis Lounge,0%
2025-03-01 05:30:00,Lower Exercise Room,0%
2025-03-01 05:30:00,Upper Exercise Room,0%
2025-03-01 05:30:00,Track Exercise Room,4%
2025-03-01 05:30:00,Open Space,2%
2025-03-01 05:30:00,Chandler Lounge,0%
2025-03-01 05:30:00,San Luis Lounge,0%
2025-03-01 05:45:00,Lower Exercise Room,0%
2025-03-01 05:45:00,Upper Exercise Room,0%
2025-03-01 05:45:00,Track Exercise Room,7%
2025-03-01 05:45:00,Open Space,1%
2025-03-01 05:45:00,Chandler Lounge,0%
2025-03-01 05:45:00,San Luis Lounge,0%
2025-03-01 06:00:00,Lower Exercise Room,0%
2025-03-01 06:00:00,Upper Exercise Room,0%
2025-03-01 06:00:00,Track Exercise Room,7%
2025-03-01 06:00:00,Open Space,1%
2025-03-01 06:00:00,Chandler Lounge,0%
2025-03-01 06:00:00,San Luis Lounge,0%
2025-03-01 06:15:00,Lower Exercise Room,0%
2025-03-01 06:15:00,Upper Exercise Room,0%
2025-03-01 06:15:00,Track Exercise Room,7%
2025-03-01 06:15:00,Open Space,1%
2025-03-01 06:15:00,Chandler Lounge,0%
2025-03-01 06:15:00,San Luis Lounge,0%
2025-03-01 06:30:00,Lower Exercise Room,0%
2025-03-01 06:30:00,Upper Exercise Room,0%
2025-03-01 06:30:00,Track Exercise Room,7%
2025-03-01 06:30:00,Open Space,1%
2025-03-01 06:30:00,Chandler Lounge,0%
2025-03-01 06:30:00,San Luis Lounge,1%
2025-03-01 06:45:00,Lower Exercise Room,1%
2025-03-01 06:45:00,Upper Exercise Room,0%
2025-03-01 06:45:00,Track Exercise Room,7%
2025-03-01 06:45:00,Open Space,0%
2025-03-01 06:45:00,Chandler Lounge,0%
2025-03-01 06:45:00,San Luis Lounge,0%
2025-03-01 07:00:00,Lower Exercise Room,1%
2025-03-01 07:00:00,Upper Exercise Room,0%
2025-03-01 07:00:00,Track Exercise Room,4%
2025-03-01 07:00:00,Open Space,1%
2025-03-01 07:00:00,Chandler Lounge,0%
2025-03-01 07:00:00,San Luis Lounge,1%
2025-03-01 07:15:00,Lower Exercise Room,0%
2025-03-01 07:15:00,Upper Exercise Room,0%
2025-03-01 07:15:00,Track Exercise Room,7%
2025-03-01 07:15:00,Open Space,2%
2025-03-01 07:15:00,Chandler Lounge,0%
2025-03-01 07:15:00,San Luis Lounge,0%
2025-03-01 07:30:00,Lower Exercise Room,1%
2025-03-01 07:30:00,Upper Exercise Room,0%
2025-03-01 07:30:00,Track Exercise Room,7%
2025-03-01 07:30:00,Open Space,2%
2025-03-01 07:30:00,Chandler Lounge,0%
2025-03-01 07:30:00,San Luis Lounge,1%
2025-03-01 08:00:00,Lower Exercise Room,0%
2025-03-01 08:00:00,Upper Exercise Room,0%
2025-03-01 08:00:00,Track Exercise Room,7%
2025-03-01 08:00:00,Open Space,1%
2025-03-01 08:00:00,Chandler Lounge,0%
2025-03-01 08:00:00,San Luis Lounge,3%
2025-03-01 08:30:00,Lower Exercise Room,26%
2025-03-01 08:30:00,Upper Exercise Room,30%
2025-03-01 08:30:00,Track Exercise Room,36%
2025-03-01 08:30:00,Open Space,3%
2025-03-01 08:30:00,Chandler Lounge,0%
2025-03-01 08:30:00,San Luis Lounge,5%
2025-03-01 08:45:00,Lower Exercise Room,28%
2025-03-01 08:45:00,Upper Exercise Room,42%
2025-03-01 08:45:00,Track Exercise Room,62%
2025-03-01 08:45:00,Open Space,4%
2025-03-01 08:45:00,Chandler Lounge,0%
2025-03-01 08:45:00,San Luis Lounge,5%
2025-03-01 09:00:00,Lower Exercise Room,35%
2025-03-01 09:00:00,Upper Exercise Room,54%
2025-03-01 09:00:00,Track Exercise Room,84%
2025-03-01 09:00:00,Open Space,4%
2025-03-01 09:00:00,Chandler Lounge,0%
2025-03-01 09:00:00,San Luis Lounge,4%
2025-03-01 09:15:00,Lower Exercise Room,28%
2025-03-01 09:15:00,Upper Exercise Room,66%
2025-03-01 09:15:00,Track Exercise Room,94%
2025-03-01 09:15:00,Open Space,4%
2025-03-01 09:15:00,Chandler Lounge,0%
2025-03-01 09:15:00,San Luis Lounge,5%
2025-03-01 09:30:00,Lower Exercise Room,24%
2025-03-01 09:30:00,Upper Exercise Room,62%
2025-03-01 09:30:00,Track Exercise Room,69%
2025-03-01 09:30:00,Open Space,5%
2025-03-01 09:30:00,Chandler Lounge,3%
2025-03-01 09:30:00,San Luis Lounge,5%
2025-03-01 09:45:00,Lower Exercise Room,26%
2025-03-01 09:45:00,Upper Exercise Room,72%
2025-03-01 09:45:00,Track Exercise Room,82%
2025-03-01 09:45:00,Open Space,7%
2025-03-01 09:45:00,Chandler Lounge,3%
2025-03-01 09:45:00,San Luis Lounge,5%
2025-03-01 10:00:00,Lower Exercise Room,29%
2025-03-01 10:00:00,Upper Exercise Room,72%
2025-03-01 10:00:00,Track Exercise Room,78%
2025-03-01 10:00:00,Open Space,10%
2025-03-01 10:00:00,Chandler Lounge,7%
2025-03-01 10:00:00,San Luis Lounge,6%
2025-03-01 10:15:00,Lower Exercise Room,33%
2025-03-01 10:15:00,Upper Exercise Room,74%
2025-03-01 10:15:00,Track Exercise Room,93%
2025-03-01 10:15:00,Open Space,9%
2025-03-01 10:15:00,Chandler Lounge,17%
2025-03-01 10:15:00,San Luis Lounge,8%
2025-03-01 10:30:00,Lower Exercise Room,36%
2025-03-01 10:30:00,Upper Exercise Room,88%
2025-03-01 10:30:00,Track Exercise Room,93%
2025-03-01 10:30:00,Open Space,10%
2025-03-01 10:30:00,Chandler Lounge,7%
2025-03-01 10:30:00,San Luis Lounge,8%
2025-03-01 10:45:00,Lower Exercise Room,25%
2025-03-01 10:45:00,Upper Exercise Room,83%
2025-03-01 10:45:00,Track Exercise Room,93%
2025-03-01 10:45:00,Open Space,13%
2025-03-01 10:45:00,Chandler Lounge,10%
2025-03-01 10:45:00,San Luis Lounge,10%
2025-03-01 11:00:00,Lower Exercise Room,28%
2025-03-01 11:00:00,Upper Exercise Room,87%
2025-03-01 11:00:00,Track Exercise Room,76%
2025-03-01 11:00:00,Open Space,17%
2025-03-01 11:00:00,Chandler Lounge,20%
2025-03-01 11:00:00,San Luis Lounge,11%
2025-03-01 11:15:00,Lower Exercise Room,26%
2025-03-01 11:15:00,Upper Exercise Room,94%
2025-03-01 11:15:00,Track Exercise Room,94%
2025-03-01 11:15:00,Open Space,16%
2025-03-01 11:15:00,Chandler Lounge,20%
2025-03-01 11:15:00,San Luis Lounge,10%
2025-03-01 11:30:00,Lower Exercise Room,28%
2025-03-01 11:30:00,Upper Exercise Room,84%
2025-03-01 11:30:00,Track Exercise Room,93%
2025-03-01 11:30:00,Open Space,18%
2025-03-01 11:30:00,Chandler Lounge,20%
2025-03-01 11:30:00,San Luis Lounge,11%
2025-03-01 11:45:00,Lower Exercise Room,45%
2025-03-01 11:45:00,Upper Exercise Room,74%
2025-03-01 11:45:00,Track Exercise Room,87%
2025-03-01 11:45:00,Open Space,16%
2025-03-01 11:45:00,Chandler Lounge,23%
2025-03-01 11:45:00,San Luis Lounge,11%
2025-03-01 12:00:00,Lower Exercise Room,36%
2025-03-01 12:00:00,Upper Exercise Room,62%
2025-03-01 12:00:00,Track Exercise Room,73%
2025-03-01 12:00:00,Open Space,18%
2025-03-01 12:00:00,Chandler Lounge,23%
2025-03-01 12:00:00,San Luis Lounge,11%
2025-03-01 12:15:00,Lower Exercise Room,49%
2025-03-01 12:15:00,Upper Exercise Room,63%
2025-03-01 12:15:00,Track Exercise Room,62%
2025-03-01 12:15:00,Open Space,21%
2025-03-01 12:15:00,Chandler Lounge,23%
2025-03-01 12:15:00,San Luis Lounge,11%
2025-03-01 12:30:00,Lower Exercise Room,44%
2025-03-01 12:30:00,Upper Exercise Room,60%
2025-03-01 12:30:00,Track Exercise Room,87%
2025-03-01 12:30:00,Open Space,21%
2025-03-01 12:30:00,Chandler Lounge,23%
2025-03-01 12:30:00,San Luis Lounge,9%
2025-03-01 12:45:00,Lower Exercise Room,35%
2025-03-01 12:45:00,Upper Exercise Room,67%
2025-03-01 12:45:00,Track Exercise Room,84%
2025-03-01 12:45:00,Open Space,21%
2025-03-01 12:45:00,Chandler Lounge,27%
2025-03-01 12:45:00,San Luis Lounge,9%
2025-03-01 13:00:00,Lower Exercise Room,38%
2025-03-01 13:00:00,Upper Exercise Room,52%
2025-03-01 13:00:00,Track Exercise Room,64%
2025-03-01 13:00:00,Open Space,21%
2025-03-01 13:00:00,Chandler Lounge,27%
2025-03-01 13:00:00,San Luis Lounge,9%
2025-03-01 13:45:00,Lower Exercise Room,38%
2025-03-01 13:45:00,Upper Exercise Room,87%
2025-03-01 13:45:00,Track Exercise Room,82%
2025-03-01 13:45:00,Open Space,21%
2025-03-01 13:45:00,Chandler Lounge,33%
2025-03-01 13:45:00,San Luis Lounge,11%
2025-03-01 14:00:00,Lower Exercise Room,46%
2025-03-01 14:00:00,Upper Exercise Room,82%
2025-03-01 14:00:00,Track Exercise Room,84%
2025-03-01 14:00:00,Open Space,20%
2025-03-01 14:00:00,Chandler Lounge,47%
2025-03-01 14:00:00,San Luis Lounge,10%
2025-03-01 14:30:00,Lower Exercise Room,40%
2025-03-01 14:30:00,Upper Exercise Room,60%
2025-03-01 14:30:00,Track Exercise Room,93%
2025-03-01 14:30:00,Open Space,20%
2025-03-01 14:30:00,Chandler Lounge,33%
2025-03-01 14:30:00,San Luis Lounge,11%
2025-03-01 15:00:00,Lower Exercise Room,46%
2025-03-01 15:00:00,Upper Exercise Room,93%
2025-03-01 15:00:00,Track Exercise Room,94%
2025-03-01 15:00:00,Open Space,22%
2025-03-01 15:00:00,Chandler Lounge,37%
2025-03-01 15:00:00,San Luis Lounge,13%
2025-03-01 15:15:00,Lower Exercise Room,39%
2025-03-01 15:15:00,Upper Exercise Room,77%
2025-03-01 15:15:00,Track Exercise Room,94%
2025-03-01 15:15:00,Open Space,24%
2025-03-01 15:15:00,Chandler Lounge,60%
2025-03-01 15:15:00,San Luis Lounge,13%
2025-03-01 15:45:00,Lower Exercise Room,55%
2025-03-01 15:45:00,Upper Exercise Room,86%
2025-03-01 15:45:00,Track Exercise Room,94%
2025-03-01 15:45:00,Open Space,21%
2025-03-01 15:45:00,Chandler Lounge,53%
2025-03-01 15:45:00,San Luis Lounge,14%
2025-03-01 16:00:00,Lower Exercise Room,54%
2025-03-01 16:00:00,Upper Exercise Room,89%
2025-03-01 16:00:00,Track Exercise Room,80%
2025-03-01 16:00:00,Open Space,19%
2025-03-01 16:00:00,Chandler Lounge,57%
2025-03-01 16:00:00,San Luis Lounge,14%
2025-03-01 16:15:00,Lower Exercise Room,56%
2025-03-01 16:15:00,Upper Exercise Room,68%
2025-03-01 16:15:00,Track Exercise Room,84%
2025-03-01 16:15:00,Open Space,18%
2025-03-01 16:15:00,Chandler Lounge,60%
2025-03-01 16:15:00,San Luis Lounge,14%
2025-03-01 16:30:00,Lower Exercise Room,62%
2025-03-01 16:30:00,Upper Exercise Room,66%
2025-03-01 16:30:00,Track Exercise Room,69%
2025-03-01 16:30:00,Open Space,20%
2025-03-01 16:30:00,Chandler Lounge,27%
2025-03-01 16:30:00,San Luis Lounge,16%
2025-03-01 16:45:00,Lower Exercise Room,56%
2025-03-01 16:45:00,Upper Exercise Room,76%
2025-03-01 16:45:00,Track Exercise Room,58%
2025-03-01 16:45:00,Open Space,20%
2025-03-01 16:45:00,Chandler Lounge,33%
2025-03-01 16:45:00,San Luis Lounge,11%
2025-03-01 17:00:00,Lower Exercise Room,56%
2025-03-01 17:00:00,Upper Exercise Room,77%
2025-03-01 17:00:00,Track Exercise Room,67%
2025-03-01 17:00:00,Open Space,20%
2025-03-01 17:00:00,Chandler Lounge,40%
2025-03-01 17:00:00,San Luis Lounge,13%
2025-03-01 17:30:00,Lower Exercise Room,51%
2025-03-01 17:30:00,Upper Exercise Room,87%
2025-03-01 17:30:00,Track Exercise Room,94%
2025-03-01 17:30:00,Open Space,19%
2025-03-01 17:30:00,Chandler Lounge,30%
2025-03-01 17:30:00,San Luis Lounge,11%
2025-03-01 17:45:00,Lower Exercise Room,41%
2025-03-01 17:45:00,Upper Exercise Room,71%
2025-03-01 17:45:00,Track Exercise Room,94%
2025-03-01 17:45:00,Open Space,18%
2025-03-01 17:45:00,Chandler Lounge,33%
2025-03-01 17:45:00,San Luis Lounge,10%
2025-03-01 18:00:00,Lower Exercise Room,39%
2025-03-01 18:00:00,Upper Exercise Room,77%
2025-03-01 18:00:00,Track Exercise Room,89%
2025-03-01 18:00:00,Open Space,16%
2025-03-01 18:00:00,Chandler Lounge,33%
2025-03-01 18:00:00,San Luis Lounge,9%
2025-03-01 18:15:00,Lower Exercise Room,35%
2025-03-01 18:15:00,Upper Exercise Room,76%
2025-03-01 18:15:00,Track Exercise Room,80%
2025-03-01 18:15:00,Open Space,16%
2025-03-01 18:15:00,Chandler Lounge,30%
2025-03-01 18:15:00,San Luis Lounge,14%
2025-03-01 18:30:00,Lower Exercise Room,44%
2025-03-01 18:30:00,Upper Exercise Room,73%
2025-03-01 18:30:00,Track Exercise Room,80%
2025-03-01 18:30:00,Open Space,20%
2025-03-01 18:30:00,Chandler Lounge,30%
2025-03-01 18:30:00,San Luis Lounge,14%
2025-03-01 19:00:00,Lower Exercise Room,36%
2025-03-01 19:00:00,Upper Exercise Room,94%
2025-03-01 19:00:00,Track Exercise Room,62%
2025-03-01 19:00:00,Open Space,17%
2025-03-01 19:00:00,Chandler Lounge,23%
2025-03-01 19:00:00,San Luis Lounge,9%
2025-03-01 19:15:00,Lower Exercise Room,31%
2025-03-01 19:15:00,Upper Exercise Room,80%
2025-03-01 19:15:00,Track Exercise Room,69%
2025-03-01 19:15:00,Open Space,16%
2025-03-01 19:15:00,Chandler Lounge,23%
2025-03-01 19:15:00,San Luis Lounge,8%
2025-03-01 19:45:00,Lower Exercise Room,48%
2025-03-01 19:45:00,Upper Exercise Room,59%
2025-03-01 19:45:00,Track Exercise Room,76%
2025-03-01 19:45:00,Open Space,14%
2025-03-01 19:45:00,Chandler Lounge,10%
2025-03-01 19:45:00,San Luis Lounge,8%
2025-03-01 20:00:00,Lower Exercise Room,29%
2025-03-01 20:00:00,Upper Exercise Room,50%
2025-03-01 20:00:00,Track Exercise Room,89%
2025-03-01 20:00:00,Open Space,13%
2025-03-01 20:00:00,Chandler Lounge,3%
2025-03-01 20:00:00,San Luis Lounge,6%
2025-03-01 20:15:00,Lower Exercise Room,27%
2025-03-01 20:15:00,Upper Exercise Room,56%
2025-03-01 20:15:00,Track Exercise Room,84%
2025-03-01 20:15:00,Open Space,12%
2025-03-01 20:15:00,Chandler Lounge,3%
2025-03-01 20:15:00,San Luis Lounge,5%
2025-03-01 20:45:00,Lower Exercise Room,39%
2025-03-01 20:45:00,Upper Exercise Room,71%
2025-03-01 20:45:00,Track Exercise Room,62%
2025-03-01 20:45:00,Open Space,10%
2025-03-01 20:45:00,Chandler Lounge,3%
2025-03-01 20:45:00,San Luis Lounge,4%
2025-03-01 21:00:00,Lower Exercise Room,45%
2025-03-01 21:00:00,Upper Exercise Room,61%
2025-03-01 21:00:00,Track Exercise Room,89%
2025-03-01 21:00:00,Open Space,9%
2025-03-01 21:00:00,Chandler Lounge,3%
2025-03-01 21:00:00,San Luis Lounge,4%
2025-03-01 21:15:00,Lower Exercise Room,45%
2025-03-01 21:15:00,Upper Exercise Room,56%
2025-03-01 21:15:00,Track Exercise Room,91%
2025-03-01 21:15:00,Open Space,7%
2025-03-01 21:15:00,Chandler Lounge,3%
2025-03-01 21:15:00,San Luis Lounge,1%
2025-03-01 21:30:00,Lower Exercise Room,40%
2025-03-01 21:30:00,Upper Exercise Room,51%
2025-03-01 21:30:00,Track Exercise Room,71%
2025-03-01 21:30:00,Open Space,7%
2025-03-01 21:30:00,Chandler Lounge,0%
2025-03-01 21:30:00,San Luis Lounge,1%
2025-03-01 22:00:00,Lower Exercise Room,19%
2025-03-01 22:00:00,Upper Exercise Room,21%
2025-03-01 22:00:00,Track Exercise Room,49%
2025-03-01 22:00:00,Open Space,6%
2025-03-01 22:00:00,Chandler Lounge,0%
2025-03-01 22:00:00,San Luis Lounge,0%
2025-03-01 22:30:00,Lower Exercise Room,0%
2025-03-01 22:30:00,Upper Exercise Room,0%
2025-03-01 22:30:00,Track Exercise Room,7%
2025-03-01 22:30:00,Open Space,4%
2025-03-01 22:30:00,Chandler Lounge,0%
2025-03-01 22:30:00,San Luis Lounge,0%
2025-03-01 22:45:00,Lower Exercise Room,0%
2025-03-01 22:45:00,Upper Exercise Room,0%
2025-03-01 22:45:00,Track Exercise Room,4%
2025-03-01 22:45:00,Open Space,4%
2025-03-01 22:45:00,Chandler Lounge,0%
2025-03-01 22:45:00,San Luis Lounge,0%
2025-03-01 23:00:00,Lower Exercise Room,0%
2025-03-01 23:00:00,Upper Exercise Room,0%
2025-03-01 23:00:00,Track Exercise Room,7%
2025-03-01 23:00:00,Open Space,4%
2025-03-01 23:00:00,Chandler Lounge,0%
2025-03-01 23:00:00,San Luis Lounge,0%
2025-03-01 23:15:00,Lower Exercise Room,0%
2025-03-01 23:15:00,Upper Exercise Room,0%
2025-03-01 23:15:00,Track Exercise Room,4%
2025-03-01 23:15:00,Open Space,3%
2025-03-01 23:15:00,Chandler Lounge,0%
2025-03-01 23:15:00,San Luis Lounge,0%
2025-03-01 23:45:00,Lower Exercise Room,0%
2025-03-01 23:45:00,Upper Exercise Room,0%
2025-03-01 23:45:00,Track Exercise Room,7%
2025-03-01 23:45:00,Open Space,3%
2025-03-01 23:45:00,Chandler Lounge,0%
2025-03-01 23:45:00,San Luis Lounge,0%
2025-03-02 00:00:00,Lower Exercise Room,0%
2025-03-02 00:00:00,Upper Exercise Room,0%
2025-03-02 00:00:00,Track Exercise Room,4%
2025-03-02 00:00:00,Open Space,2%
2025-03-02 00:00:00,Chandler Lounge,0%
2025-03-02 00:00:00,San Luis Lounge,0%
2025-03-02 00:15:00,Lower Exercise Room,0%
2025-03-02 00:15:00,Upper Exercise Room,0%
2025-03-02 00:15:00,Track Exercise Room,2%
2025-03-02 00:15:00,Open Space,1%
2025-03-02 00:15:00,Chandler Lounge,0%
2025-03-02 00:15:00,San Luis Lounge,0%
2025-03-02 00:30:00,Lower Exercise Room,0%
2025-03-02 00:30:00,Upper Exercise Room,1%
2025-03-02 00:30:00,Track Exercise Room,4%
2025-03-02 00:30:00,Open Space,1%
2025-03-02 00:30:00,Chandler Lounge,0%
2025-03-02 00:30:00,San Luis Lounge,0%
2025-03-02 01:00:00,Lower Exercise Room,0%
2025-03-02 01:00:00,Upper Exercise Room,0%
2025-03-02 01:00:00,Track Exercise Room,2%
2025-03-02 01:00:00,Open Space,2%
2025-03-02 01:00:00,Chandler Lounge,0%
2025-03-02 01:00:00,San Luis Lounge,0%
2025-03-02 01:30:00,Lower Exercise Room,0%
2025-03-02 01:30:00,Upper Exercise Room,0%
2025-03-02 01:30:00,Track Exercise Room,4%
2025-03-02 01:30:00,Open Space,0%
2025-03-02 01:30:00,Chandler Lounge,0%
2025-03-02 01:30:00,San Luis Lounge,0%
2025-03-02 01:45:00,Lower Exercise Room,0%
2025-03-02 01:45:00,Upper Exercise Room,0%
2025-03-02 01:45:00,Track Exercise Room,2%
2025-03-02 01:45:00,Open Space,0%
2025-03-02 01:45:00,Chandler Lounge,0%
2025-03-02 01:45:00,San Luis Lounge,0%
2025-03-02 02:00:00,Lower Exercise Room,0%
2025-03-02 02:00:00,Upper Exercise Room,0%
2025-03-02 02:00:00,Track Exercise Room,4%
2025-03-02 02:00:00,Open Space,1%
2025-03-02 02:00:00,Chandler Lounge,0%
2025-03-02 02:00:00,San Luis Lounge,0%
